,Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code,Idx
192,شلعاب,لعابیران,بورس,بازار دوم بورس,محصولات شیمیایی,تولید رنگ، بتونه، جوهر,-,Loabiran,IRO1LEAB0008,LEAB,LEAB1,IRO1LEAB0001,44,4422,5,1193
193,شنفت,نفت  پارس,بورس,بازار اول (تابلوی فرعی) بورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,Pars Oil,IRO1NPRS0005,NPRS,NPRS1,IRO1NPRS0001,23,2320,3,1194
194,شوینده,مدیریت صنعت شوینده ت.ص.بهشهر,بورس,بازار اول (تابلوی فرعی) بورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Behshahr Ind.,IRO1SHOY0005,SHOY,SHOY1,IRO1SHOY0001,44,4424,3,1195
195,شیراز,پتروشیمی شیراز,بورس,بازار اول (تابلوی فرعی) بورس,محصولات شیمیایی,تولید کود و ترکیبات نیتروژن,-,Shiraz Petr.,IRO1PSHZ0003,PSHZ,PSHZ1,IRO1PSHZ0001,44,4412,3,1196
196,شیران,س. صنایع شیمیایی ایران,بورس,بازار اول (تابلوی فرعی) بورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,S*Iran Chem. Ind.,IRO1SSIN0003,SSIN,SSIN1,IRO1SSIN0001,44,4411,3,1197
197,غاذر,کشت وصنعت پیاذر,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,پرورش و نگهداری میوه جات و سبزیجات,-,Piazar Agro.,IRO1PIAZ0002,PIAZ,PIAZ1,IRO1PIAZ0001,42,4213,5,1198
198,غالبر,لبنیات کالبر,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Kalber Dairy,IRO1KLBR0001,KLBR,KLBR1,IRO1KLBR0001,42,4220,5,1199
199,غبشهر,صنعتی  بهشهر,بورس,بازار اول (تابلوی اصلی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید روغن های حیوانی و نباتی,-,Behshahr Ind.,IRO1SBEH0004,SBEH,SBEH1,IRO1SBEH0001,42,4214,1,1200
200,غبهنوش,بهنوش  ایران,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید جو و ماءالشعیر,-,Behnoush Iran,IRO1BENN0001,BENN,BENN1,IRO1BENN0001,42,4253,5,1201
201,غپاک,لبنیات  پاک,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Pak Dairy,IRO1LPAK0004,LPAK,LPAK1,IRO1LPAK0001,42,4220,5,1202
202,غپینو,پارس  مینو,بورس,بازار اول (تابلوی اصلی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید کاکائو، شکلات و شیرینی جات,-,Pars Minoo,IRO1MINO0003,MINO,MINO1,IRO1MINO0001,42,4243,1,1203
203,غچین,کشت  و صنعت  چین  چین,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید سایر محصولات غذایی,-,Chin Chin,IRO1CHCH0008,CHCH,CHCH1,IRO1CHCH0001,42,4249,5,1204
204,غدام,خوراک  دام  پارس,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید خوراک آماده دام,-,P. Animal Feed,IRO1KDPS0004,KDPS,KDPS1,IRO1KDPS0001,42,4233,5,1205
205,غدشت,دشت  مرغاب,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,پرورش و نگهداری میوه جات و سبزیجات,-,Dasht Morghab,IRO1DMOR0004,DMOR,DMOR1,IRO1DMOR0001,42,4213,5,1206
206,غزر,صنعتی زر ماکارون,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید سایر محصولات غذایی,-,Zar Makaron,IRO1ZARM0004,ZARM,ZARM1,IRO1ZARM0001,42,4249,5,1207
207,غسالم,سالمین,بورس,بازار اول (تابلوی اصلی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نان و محصولات وابسته,-,Salemin Factory,IRO1SLMN0004,SLMN,SLMN1,IRO1SLMN0001,42,4241,1,1208
208,غشاذر,پگاه آذربایجان غربی,بورس,بازار اول (تابلوی فرعی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,W. Azar. Pegah,IRO1SHPZ0003,SHPZ,SHPZ1,IRO1SHPZ0001,42,4220,3,1209
209,غشان,شیرپاستوریزه پگاه خراسان,بورس,بازار اول (تابلوی فرعی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Kh. Pegah Dairy,IRO1SPKH0000,SPKH,SPKH1,IRO1SPKH0001,42,4220,3,1210
210,غشصفا,شیرپاستوریزه پگاه اصفهان,بورس,بازار اول (تابلوی فرعی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,I. Pegah Dairy,IRO1SPPE0008,SPPE,SPPE1,IRO1SPPE0001,42,4220,3,1211
211,غشهد,شهد ایران,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,پرورش و نگهداری میوه جات و سبزیجات,-,Shahdiran Inc.,IRO1SHAD0006,SHAD,SHAD1,IRO1SHAD0001,42,4213,5,1212
212,غکورش,صنعت غذایی کورش,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید روغن های حیوانی و نباتی,-,Kourosh Food Ind.,IRO1KRSH0008,KRSH,KRSH1,IRO1KRSH0001,42,4214,5,1213
213,غگرجی,بیسکویت  گرجی,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نان و محصولات وابسته,-,Gorji Biscuit,IRO1GORJ0006,GORJ,GORJ1,IRO1GORJ0001,42,4241,5,1214
214,غگل,گلوکوزان,بورس,بازار اول (تابلوی فرعی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نشاسته و محصولات وابسته,-,Glucosan,IRO1GCOZ0003,GCOZ,GCOZ1,IRO1GCOZ0001,42,4232,3,1215
215,غمارگ,مارگارین,بورس,بازار اول (تابلوی فرعی) بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید روغن های حیوانی و نباتی,-,Margarin,IRO1MRGN0002,MRGN,MRGN1,IRO1MRGN0001,42,4214,3,1216
216,غمهرا,تولیدی مهرام,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید سایر محصولات غذایی,-,Mahram Mfg.,IRO1MRAM0009,MRAM,MRAM1,IRO1MRAM0001,42,4249,5,1217
217,غنوش,نوش مازندران,بورس,بازار دوم بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,پرورش و نگهداری میوه جات و سبزیجات,-,Noush Maz.,IRO1NOSH0008,NOSH,NOSH1,IRO1NOSH0001,42,4213,5,1218
218,فاذر,صنایع  آذرآب,بورس,بازار دوم بورس,ساخت محصولات فلزی,تولید مواد بخار به جز دیگهای بخار مرکزی,-,S*Azarab Ind.,IRO1AZAB0006,AZAB,AZAB1,IRO1AZAB0001,28,2813,5,1219
219,فاراک,ماشین  سازی  اراک,بورس,بازار دوم بورس,ساخت محصولات فلزی,تولید مواد بخار به جز دیگهای بخار مرکزی,-,S*Arak M. Mfg.,IRO1MARK0001,MARK,MARK1,IRO1MARK0001,28,2813,5,1220
220,فارس,صنایع پتروشیمی خلیج فارس,بورس,بازار دوم بورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Khalij Fars,IRO1PKLJ0005,PKLJ,PKLJ1,IRO1PKLJ0001,44,4411,5,1221
221,فاسمین,کالسیمین,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Calcimine,IRO1KSIM0002,KSIM,KSIM1,IRO1KSIM0001,27,2720,1,1222
222,فاما,صنعتی  آما,بورس,بازار اول (تابلوی فرعی) بورس,ساخت محصولات فلزی,تولید سایر محصولات فلزی ساخته شده,-,Ama,IRO1SAMA0002,SAMA,SAMA1,IRO1SAMA0001,28,2899,3,1223
223,فایرا,آلومینیوم ایران,بورس,بازار دوم بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,S*Iran Aluminium,IRO1ALIR0006,ALIR,ALIR1,IRO1ALIR0001,27,2720,5,1224
224,فباهنر,مس  شهیدباهنر,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Bahonar Copper,IRO1BAHN0003,BAHN,BAHN1,IRO1BAHN0001,27,2720,1,1225
225,فپنتا,سپنتا,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Sepanta,IRO1SPTA0008,SPTA,SPTA1,IRO1SPTA0001,27,2710,5,1226
226,فجام,جام دارو,بورس,بازار دوم بورس,ساخت محصولات فلزی,تولید سایر محصولات فلزی ساخته شده,-,Jaam Darou,IRO1JAMD0000,JAMD,JAMD1,IRO1JAMD0001,28,2899,5,1227
227,فجر,فولاد امیرکبیرکاشان,بورس,بازار اول (تابلوی فرعی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Amirkabir Steel,IRO1FAJR0003,FAJR,FAJR1,IRO1FAJR0001,27,2710,3,1228
228,فخاس,فولاد خراسان,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Khorasan Steel Co.,IRO1FKAS0009,FKAS,FKAS1,IRO1FKAS0001,27,2710,5,1229
229,فخوز,فولاد خوزستان,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Khouz. Steel,IRO1FKHZ0003,FKHZ,FKHZ1,IRO1FKHZ0001,27,2710,1,1230
230,فرآور,فرآوری موادمعدنی ایران,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Iran Mineral P.,IRO1FRVR0008,FRVR,FRVR1,IRO1FRVR0001,27,2720,1,1231
231,فروس,فروسیلیس  ایران,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Iran Ferr.,IRO1FRIS0004,FRIS,FRIS1,IRO1FRIS0001,27,2710,1,1232
232,فسازان,غلتک سازان سپاهان,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,GhaltakSaznSepahan,IRO1FSAZ0002,FSAZ,FSAZ1,IRO1FSAZ0001,27,2710,5,1233
233,فسبزوار,پارس فولاد سبزوار,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Sabzevar Steel,IRO1FSBZ0001,FSBZ,FSBZ1,IRO1FSBZ0001,27,2710,5,1234
234,فسپا,گروه صنعتی سپاهان,بورس,بازار اول (تابلوی فرعی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Sepahan Group,IRO1SEPA0005,SEPA,SEPA1,IRO1SEPA0001,27,2710,3,1235
235,فسرب,ملی  سرب وروی  ایران,بورس,بازار اول (تابلوی فرعی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,N. I. L. Z.,IRO1SORB0000,SORB,SORB1,IRO1SORB0001,27,2720,3,1236
236,فلامی,لامیران,بورس,بازار دوم بورس,ساخت محصولات فلزی,تولید کارد و چنگال، ابزار دستی و عمومی,-,Lamiran,IRO1LAMI0001,LAMI,LAMI1,IRO1LAMI0001,28,2893,5,1237
237,فلوله,لوله وماشین سازی ایران,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Iran M. & P. M.,IRO1LMIR0002,LMIR,LMIR1,IRO1LMIR0001,27,2710,5,1238
238,فمراد,آلومراد,بورس,بازار دوم بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Alomrad,IRO1ALMR0000,ALMR,ALMR1,IRO1ALMR0001,27,2720,5,1239
239,فملی,ملی  صنایع  مس  ایران,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,S*I. N. C. Ind.,IRO1MSMI0000,MSMI,MSMI1,IRO1MSMI0001,27,2720,1,1240
240,فنوال,نورد آلومینیوم,بورس,بازار اول (تابلوی فرعی) بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Aluminum R.,IRO1NALM0004,NALM,NALM1,IRO1NALM0001,27,2720,3,1241
241,فنورد,نوردوقطعات  فولادی,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,R. Mill Prod.,IRO1NGFO0004,NGFO,NGFO1,IRO1NGFO0001,27,2710,5,1242
242,فولاد,فولاد مبارکه اصفهان,بورس,بازار اول (تابلوی اصلی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,S*Mobarakeh Steel,IRO1FOLD0009,FOLD,FOLD1,IRO1FOLD0001,27,2710,1,1243
243,فولاژ,فولاد آلیاژی ایران,بورس,بازار اول (تابلوی فرعی) بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Iran Fold,IRO1FAIR0004,FAIR,FAIR1,IRO1FAIR0001,27,2710,3,1244
244,قپیرا,فرآورده های غدایی وقندپیرانشهر,بورس,بازار اول (تابلوی فرعی) بورس,قند و شکر,تولید شکر,-,Piranshahr S.,IRO1GPSH0006,GPSH,GPSH1,IRO1GPSH0001,38,3842,3,1245
245,قثابت,قند ثابت  خراسان,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,S*Sabet Khorasan,IRO1GSBE0005,GSBE,GSBE1,IRO1GSBE0001,38,3842,5,1246
246,قرن,پدیده شیمی قرن,بورس,بازار اول (تابلوی فرعی) بورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Padide Shimi Gharn,IRO1GARN0006,GARN,GARN1,IRO1GARN0001,44,4424,3,1247
247,قزوین,کارخانجات  قند قزوین,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Ghazvin Sugar,IRO1GGAZ0005,GGAZ,GGAZ1,IRO1GGAZ0001,38,3842,5,1248
248,قشکر,شکرشاهرود,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Shahroud Sugar,IRO1SHKR0008,SHKR,SHKR1,IRO1SHKR0001,38,3842,5,1249
249,قشهد,شهد,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Khoy Sugar Co.,IRO1GHND0005,GHND,GHND1,IRO1GHND0001,38,3842,5,1250
250,قصفها,قنداصفهان,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Isfahan Sugar,IRO1GESF0001,GESF,GESF1,IRO1GESF0001,38,3842,5,1251
251,قلرست,قند لرستان,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Lorestan Sugar,IRO1GLOR0002,GLOR,GLOR1,IRO1GLOR0001,38,3842,5,1252
252,قمرو,قند مرودشت,بورس,بازار اول (تابلوی فرعی) بورس,قند و شکر,تولید شکر,-,Marvdasht Sugar,IRO1GMRO0001,GMRO,GMRO1,IRO1GMRO0001,38,3842,3,1253
253,قنیشا,قند نیشابور,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Neyshabour S.,IRO1GNBO0008,GNBO,GNBO1,IRO1GNBO0001,38,3842,5,1254
254,قهکمت,قندهکمتان,بورس,بازار دوم بورس,قند و شکر,تولید شکر,-,Hegmatan Sugar,IRO1GHEG0003,GHEG,GHEG1,IRO1GHEG0001,38,3842,5,1255
255,کاذر,فرآورده های نسوزآذر,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز,-,Azar Refract.,IRO1NSAZ0002,NSAZ,NSAZ1,IRO1NSAZ0001,54,5492,5,1256
256,کالا,بورس کالای ایران,بورس,بازار اول (تابلوی اصلی) بورس,فعالیتهای کمکی به نهادهای مالی واسط,اداره ی بازارهای مالی,-,Commodity Exch.,IRO1KALA0001,KALA,KALA1,IRO1KALA0001,67,6711,1,1257
257,کاما,باما,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Bama,IRO1BAMA0001,BAMA,BAMA1,IRO1BAMA0001,13,1320,1,1258
258,کاوه,فولاد کاوه جنوب کیش,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Kaveh Company,IRO1KVEH0008,KVEH,KVEH1,IRO1KVEH0001,27,2710,5,1259
259,کبافق,معادن  بافق,بورس,بازار دوم بورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Bafgh Mining,IRO1BAFG0004,BAFG,BAFG1,IRO1BAFG0001,13,1320,5,1260
260,کپارس,کاشی  پارس,بورس,بازار دوم بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Pars Tile,IRO1KPRS0008,KPRS,KPRS1,IRO1KPRS0001,49,4993,5,1261
261,کپشیر,پشم شیشه ایران,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید شیشه,-,Iran Glass Wool,IRO1PSIR0002,PSIR,PSIR1,IRO1PSIR0001,54,5410,5,1262
262,کترام,تولیدی  کاشی  تکسرام,بورس,بازار دوم بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Takceram,IRO1TKSM0009,TKSM,TKSM1,IRO1TKSM0001,49,4993,5,1263
263,کچاد,معدنی وصنعتی چادرملو,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج آهن,-,Chadormalu,IRO1CHML0000,CHML,CHML1,IRO1CHML0001,13,1310,1,1264
264,کحافظ,کاشی  وسرامیک  حافظ,بورس,بازار اول (تابلوی فرعی) بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Hafez Tile,IRO1KHFZ0003,KHFZ,KHFZ1,IRO1KHFZ0001,49,4993,3,1265
265,کخاک,صنایع خاک چینی ایران,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید سایر محصولات معدنی غیرفلزی,-,Iran China Clay,IRO1KCHI0007,KCHI,KCHI1,IRO1KCHI0001,54,5499,5,1266
266,کدما,معدنی  دماوند,بورس,بازار دوم بورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Damavand Min.,IRO1DMVN0009,DMVN,DMVN1,IRO1DMVN0001,13,1320,5,1267
267,کرازی,کارخانجات تولیدی شیشه رازی,بورس,بازار اول (تابلوی اصلی) بورس,سایر محصولات کانی غیرفلزی,تولید شیشه,-,Razi P. Glasses,IRO1TSRZ0007,TSRZ,TSRZ1,IRO1TSRZ0001,54,5410,1,1268
268,کرماشا,صنایع پتروشیمی کرمانشاه,بورس,بازار اول (تابلوی اصلی) بورس,محصولات شیمیایی,تولید کود و ترکیبات نیتروژن,-,Kermanshah Petr,IRO1PKER0004,PKER,PKER1,IRO1PKER0001,44,4412,1,1269
269,کروی,توسعه  معادن  روی  ایران,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Iran Zinc Mines,IRO1ROOI0007,ROOI,ROOI1,IRO1ROOI0001,13,1320,1,1270
270,کساپا,سایپاشیشه,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید شیشه,-,Saipa Glass,IRO1SISH0001,SISH,SISH1,IRO1SISH0001,54,5410,5,1271
271,کساوه,صنایع  کاشی  و سرامیک  سینا,بورس,بازار اول (تابلوی فرعی) بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Sina Tile,IRO1SINA0003,SINA,SINA1,IRO1SINA0001,49,4993,3,1272
272,کسرا,سرامیک های صنعتی اردکان,بورس,بازار اول (تابلوی اصلی) بورس,سایر محصولات کانی غیرفلزی,تولید سرامیک غیرساختمانی,-,Ardekan Ceramic,IRO1ARDK0002,ARDK,ARDK1,IRO1ARDK0001,54,5491,1,1273
273,کسرام,پارس  سرام,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید سرامیک غیرساختمانی,-,Pars Ceram,IRO1PSER0006,PSER,PSER1,IRO1PSER0001,54,5491,5,1274
274,کسعدی,کاشی  سعدی,بورس,بازار دوم بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Saadi Tile,IRO1KSAD0001,KSAD,KSAD1,IRO1KSAD0001,49,4993,5,1275
275,کطبس,ذغال سنگ  نگین  ط بس,بورس,بازار اول (تابلوی فرعی) بورس,استخراج زغال سنگ,استخراج و انبار زغال سنگ سخت,-,Negin Tabas L.,IRO1TBAS0004,TBAS,TBAS1,IRO1TBAS0001,10,1010,3,1276
276,کفپارس,فرآورده های  نسوز پارس,بورس,بازار اول (تابلوی فرعی) بورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز,-,Pars Refract.,IRO1NSPS0004,NSPS,NSPS1,IRO1NSPS0001,54,5492,3,1277
277,کفرا,فراورده  های  نسوزایران,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز,-,Iran Refract.,IRO1NASI0003,NASI,NASI1,IRO1NASI0001,54,5492,5,1278
278,کگاز,شیشه  و گاز,بورس,بازار دوم بورس,سایر محصولات کانی غیرفلزی,تولید شیشه,-,Glass and Gas,IRO1SGAZ0001,SGAZ,SGAZ1,IRO1SGAZ0001,54,5410,5,1279
279,کگل,معدنی و صنعتی گل گهر,بورس,بازار اول (تابلوی اصلی) بورس,استخراج کانه های فلزی,استخراج آهن,-,Gol-E-Gohar.,IRO1GOLG0005,GOLG,GOLG1,IRO1GOLG0001,13,1310,1,1280
280,کلوند,کاشی  الوند,بورس,بازار دوم بورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Alvand Tile,IRO1ALVN0003,ALVN,ALVN1,IRO1ALVN0001,49,4993,5,1281
281,کماسه,تامین  ماسه  ریخته گری,بورس,بازار اول (تابلوی فرعی) بورس,استخراج سایر معادن,استخراج سنگ، ماسه و خاک رس,-,Sand Foundry,IRO1TAMI0003,TAMI,TAMI1,IRO1TAMI0001,14,1410,3,1282
282,کمنگنز,معادن منگنزایران,بورس,بازار اول (تابلوی فرعی) بورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Iran Mn. Mines,IRO1MNGZ0002,MNGZ,MNGZ1,IRO1MNGZ0001,13,1320,3,1283
283,کنور,توسعه معدنی و صنعتی صبانور,بورس,بازار دوم بورس,استخراج کانه های فلزی,استخراج آهن,-,Saba Noor,IRO1KNRZ0001,KNRZ,KNRZ1,IRO1KNRZ0001,13,1310,5,1284
284,کهمدا,شیشه  همدان,بورس,بازار اول (تابلوی اصلی) بورس,سایر محصولات کانی غیرفلزی,تولید شیشه,-,Hamadan Glass,IRO1SHMD0002,SHMD,SHMD1,IRO1SHMD0001,54,5410,1,1285
285,کویر,تولیدی فولاد سپید فراب کویر,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Sepid Farab Kavir,IRO1KVIR0002,KVIR,KVIR1,IRO1KVIR0001,27,2710,5,1286
286,کیمیا,ص. معدنی کیمیای زنجان گستران,بورس,بازار دوم بورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Kimia Zanjan Co,IRO1KZGZ0000,KZGZ,KZGZ1,IRO1KZGZ0001,27,2720,5,1287
287,کیمیاتک,آریان کیمیا تک,بورس,بازار دوم بورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Arian Chimia Tech,IRO1KTEK0007,KTEK,KTEK1,IRO1KTEK0001,44,4424,5,1288
288,لابسا,آبسال,بورس,بازار دوم بورس,ماشین آلات و تجهیزات,تولید سایر ماشین آلات عمومی,-,Absal,IRO1ASAL0003,ASAL,ASAL1,IRO1ASAL0001,29,2919,5,1289
289,لبوتان,گروه صنعتی بوتان,بورس,بازار دوم بورس,ماشین آلات و تجهیزات,تولید وسایل خانگی,-,Butane Group,IRO1BOTA0008,BOTA,BOTA1,IRO1BOTA0001,29,2930,5,1290
290,لپارس,پارس  الکتریک,بورس,بازار دوم بورس,ساخت دستگاه ها و وسایل ارتباطی,گیرنده رادیو، تلویزیون و تجهیزات وابسته,-,Pars Electric,IRO1PELC0000,PELC,PELC1,IRO1PELC0001,32,3230,5,1291
291,لخزر,پارس  خزر,بورس,بازار دوم بورس,ماشین آلات و تجهیزات,تولید وسایل خانگی,-,Pars Khazar,IRO1KHAZ0008,KHAZ,KHAZ1,IRO1KHAZ0001,29,2930,5,1292
292,لسرما,سرما آفرین,بورس,بازار دوم بورس,ماشین آلات و تجهیزات,تولید سایر ماشین آلات عمومی,-,Sarma Afarin,IRO1SRMA0003,SRMA,SRMA1,IRO1SRMA0001,29,2919,5,1293
293,لوتوس,تامین سرمایه لوتوس پارسیان,بورس,بازار دوم بورس,فعالیتهای کمکی به نهادهای مالی واسط,بجز تامین وجوه بیمه و بازنشستگی,-,Lotos Investment,IRO1LTOS0006,LTOS,LTOS1,IRO1LTOS0001,67,6719,5,1294
294,ما,بیمه ما,بورس,بازار اول (تابلوی فرعی) بورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی,-,Bime Ma Co.,IRO1BVMA0006,BVMA,BVMA1,IRO1BVMA0001,66,6603,3,1295
295,مبین,مبین انرژی خلیج فارس,بورس,بازار دوم بورس,عرضه برق، گاز، بخاروآب گرم,تولید،لنتقال و توزیع برق،گاز،بخاروآب گرم,-,Mobin Petr.,IRO1MOBN0000,MOBN,MOBN1,IRO1MOBN0001,40,4011,5,1296
296,مداران,داده پردازی ایران,بورس,بازار دوم بورس,رایانه و فعالیت های وابسته به آن,سایر فعالیت های رایانه ای,-,DPI,IRO1DADE0006,DADE,DADE1,IRO1DADE0001,72,7200,5,1297
297,ملت,بیمه ملت,بورس,بازار اول (تابلوی اصلی) بورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی,-,Mellat Insur.,IRO1BMEL0004,BMEL,BMEL1,IRO1BMEL0001,66,6603,1,1298
298,میدکو,توسعه معادن وص.معدنی خاورمیانه,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Khavarmianeh Ins.,IRO1MDKO0001,MDKO,MDKO1,IRO1MDKO0001,27,2710,5,1299
299,نمرینو,ایران  مرینوس,بورس,بازار دوم بورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی,-,Iranmerinos,IRO1MRIN0000,MRIN,MRIN1,IRO1MRIN0001,17,1711,5,1300
300,نوری,پتروشیمی نوری,بورس,بازار دوم بورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,NORI Petrochemical,IRO1NORI0008,NORI,NORI1,IRO1NORI0001,44,4411,5,1301
301,های وب,داده گسترعصرنوین-های وب,بورس,بازار اول (تابلوی اصلی) بورس,اطلاعات و ارتباطات,خدمات ارزش افزوده,-,S*HiWeb,IRO1HWEB0008,HWEB,HWEB1,IRO1HWEB0001,73,7310,1,1302
302,همراه,شرکت ارتباطات سیار ایران,بورس,بازار دوم بورس,مخابرات,مخابرات,-,Iran Mobil Tele,IRO1HMRZ0007,HMRZ,HMRZ1,IRO1HMRZ0001,64,6420,5,1303
303,وآذر,سرمایه گذاری توسعه آذربایجان,بورس,بازار دوم بورس,انبوه سازی، املاک و مستغلات,سایر فعالیت های املاک و مستغلات,-,Azarbayjan Inv.,IRO1TAZB0005,TAZB,TAZB1,IRO1TAZB0001,70,7099,5,1304
304,واتی,سرمایه  گذاری  آتیه  دماوند,بورس,بازار اول (تابلوی فرعی) بورس,سرمایه گذاریها,سایر واسطه های مالی,-,Atye Damavand,IRO1ATDM0008,ATDM,ATDM1,IRO1ATDM0001,56,5699,3,1305
