,Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code,Idx
108,دتماد,تولیدمواداولیه داروپخش,بورس,بازار اول (تابلوی فرعی) بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Daroupakhash I.,IRO1TMVD0003,TMVD,TMVD1,IRO1TMVD0001,43,4323,3,1109
109,دجابر,داروسازی  جابرابن حیان,بورس,بازار اول (تابلوی اصلی) بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Jaber Hayan P.,IRO1DJBR0004,DJBR,DJBR1,IRO1DJBR0001,43,4323,1,1110
110,ددام,داروسازی زاگرس فارمد پارس,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Damloran Pharm.,IRO1DAML0006,DAML,DAML1,IRO1DAML0001,43,4323,5,1111
111,درازک,دارویی  رازک,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Razak Lab.,IRO1DRZK0003,DRZK,DRZK1,IRO1DRZK0001,43,4323,5,1112
112,دروز,داروسازی  روزدارو,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Rouz Darou P.,IRO1ROZD0009,ROZD,ROZD1,IRO1ROZD0001,43,4323,5,1113
113,دزهراوی,داروسازی زهراوی,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Zahravi Phar.,IRO1DZAH0007,DZAH,DZAH1,IRO1DZAH0001,43,4323,5,1114
114,دسبحا,گروه دارویی سبحان,بورس,بازار اول (تابلوی فرعی) بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Sobhan Pharm.,IRO1DSOB0006,DSOB,DSOB1,IRO1DSOB0001,43,4323,3,1115
115,دسبحان,سبحان دارو,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Sobhan Pharm,IRO1DSBH0005,DSBH,DSBH1,IRO1DSBH0001,43,4323,5,1116
116,دسینا,داروسازی  سینا,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Sina Darou Lab.,IRO1DSIN0000,DSIN,DSIN1,IRO1DSIN0001,43,4323,5,1117
117,دشیمی,شیمی  داروئی  داروپخش,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Daroupakhsh,IRO1DDPK0001,DDPK,DDPK1,IRO1DDPK0001,43,4323,5,1118
118,دعبید,لابراتوارداروسازی  دکترعبیدی,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Dr. Abidi Lab.,IRO1ABDI0004,ABDI,ABDI1,IRO1ABDI0001,43,4323,5,1119
119,دفارا,داروسازی  فارابی,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Farabi Pharm.,IRO1DFRB0008,DFRB,DFRB1,IRO1DFRB0001,43,4323,5,1120
120,دفرا,فرآورده های  تزریقی  ایران,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Iran Parenteral,IRO1FTIR0003,FTIR,FTIR1,IRO1FTIR0001,43,4323,5,1121
121,دکوثر,داروسازی  کوثر,بورس,بازار اول (تابلوی فرعی) بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Kowsar Pharm.,IRO1DKSR0002,DKSR,DKSR1,IRO1DKSR0001,43,4323,3,1122
122,دکیمی,کیمیدارو,بورس,بازار اول (تابلوی فرعی) بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Chimidarou,IRO1KIMI0004,KIMI,KIMI1,IRO1KIMI0001,43,4323,3,1123
123,دلر,داروسازی  اکسیر,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Exir Pharm.,IRO1EXIR0008,EXIR,EXIR1,IRO1EXIR0001,43,4323,5,1124
124,دلقما,دارویی  لقمان,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Loghman Pharm.,IRO1DLGM0000,DLGM,DLGM1,IRO1DLGM0001,43,4323,5,1125
125,دیران,ایران دارو,بورس,بازار دوم بورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Iran Darou,IRO1IRDR0007,IRDR,IRDR1,IRO1IRDR0001,43,4323,5,1126
126,ذوب,ذوب آهن اصفهان,بورس,بازار دوم بورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Esfahan Steel Co.,IRO1ZOBI0002,ZOBI,ZOBI1,IRO1ZOBI0001,27,2710,5,1127
127,رانفور,خدمات انفورماتیک,بورس,بازار اول (تابلوی فرعی) بورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Inf. Services,IRO1INFO0002,INFO,INFO1,IRO1INFO0001,72,7220,3,1128
128,رتاپ,تجارت الکترونیک پارسیان,بورس,بازار اول (تابلوی فرعی) بورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Parsian Ecommerc,IRO1EPRS0006,EPRS,EPRS1,IRO1EPRS0001,72,7220,3,1129
129,رکیش,کارت اعتباری ایران کیش,بورس,بازار دوم بورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Etebari Iran Co,IRO1RKSH0008,RKSH,RKSH1,IRO1RKSH0001,72,7220,5,1130
130,رمپنا,گروه مپنا (سهامی عام),بورس,بازار اول (تابلوی فرعی) بورس,خدمات فنی و مهندسی,فعالیتهای ساختمانی و مشاوره فنی مرتبط,-,MAPNA,IRO1MAPN0000,MAPN,MAPN1,IRO1MAPN0001,74,7421,3,1131
131,زپارس,ملی کشت و صنعت و دامپروری پارس,بورس,بازار دوم بورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,Pars Agro.,IRO1ZPRS0001,ZPRS,ZPRS1,IRO1ZPRS0001,1,121,5,1132
132,زکوثر,سرمایه گذاری کشاورزی کوثر,بورس,بازار اول (تابلوی فرعی) بورس,زراعت و خدمات وابسته,پرورش حیوانات,-,Kowsar Agri. Inv.,IRO1KOSR0009,KOSR,KOSR1,IRO1KOSR0001,1,122,3,1133
133,زمگسا,کشاورزی  ودامپروی  مگسال,بورس,بازار دوم بورس,زراعت و خدمات وابسته,کشاورزی، دامپروری و خدمات وابسته,-,Magsal Agri.,IRO1MAGS0006,MAGS,MAGS1,IRO1MAGS0001,1,121,5,1134
134,سآبیک,سیمان آبیک,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Abiak Cement,IRO1ABIK0005,ABIK,ABIK1,IRO1ABIK0001,53,5394,5,1135
135,ساراب,سیمان  داراب,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Darab Cement,IRO1SDAB0002,SDAB,SDAB1,IRO1SDAB0001,53,5394,3,1136
136,ساربیل,سیمان  آرتا اردبیل,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Ardebil Cement,IRO1SADB0002,SADB,SADB1,IRO1SADB0001,53,5394,5,1137
137,ساروم,سیمان ارومیه,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Oroumiyeh Cem.,IRO1SURO0007,SURO,SURO1,IRO1SURO0001,53,5394,1,1138
138,سبجنو,سیمان  بجنورد,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Bojnourd Cement,IRO1SBOJ0000,SBOJ,SBOJ1,IRO1SBOJ0001,53,5394,5,1139
139,سبهان,سیمان  بهبهان,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Behbahan Cement,IRO1SBHN0003,SBHN,SBHN1,IRO1SBHN0001,53,5394,5,1140
140,سپ,پرداخت الکترونیک سامان کیش,بورس,بازار دوم بورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Saman-E-Kish,IRO1SEPK0003,SEPK,SEPK1,IRO1SEPK0001,72,7220,5,1141
141,سپاها,سیمان سپاهان,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Sepahan Cement,IRO1SSEP0005,SSEP,SSEP1,IRO1SSEP0001,53,5394,1,1142
142,سپید,سپید ماکیان,بورس,بازار اول (تابلوی فرعی) بورس,زراعت و خدمات وابسته,پرورش طیور,-,Sepid Makian Co.,IRO1SPID0008,SPID,SPID1,IRO1SPID0001,1,141,3,1143
143,ستران,سیمان  تهران,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Tehran Cement,IRO1STEH0004,STEH,STEH1,IRO1STEH0001,53,5394,1,1144
144,سخاش,سیمان خاش,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Khash Cement,IRO1SKHS0007,SKHS,SKHS1,IRO1SKHS0001,53,5394,5,1145
145,سخزر,سیمان  خزر,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Khazar Cement,IRO1SKAZ0005,SKAZ,SKAZ1,IRO1SKAZ0001,53,5394,3,1146
146,سخوز,سیمان خوزستان,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Khoozestan CE.,IRO1KHOC0009,KHOC,KHOC1,IRO1KHOC0001,53,5394,3,1147
147,سدشت,صنایع سیمان دشتستان,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Dashtestan Ce.,IRO1SDST0002,SDST,SDST1,IRO1SDST0001,53,5394,5,1148
148,سدور,سیمان  دورود,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Doroud Cement,IRO1SDOR0008,SDOR,SDOR1,IRO1SDOR0001,53,5394,5,1149
149,سرود,سیمان شاهرود,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Shahroud Cement,IRO1SROD0008,SROD,SROD1,IRO1SROD0001,53,5394,1,1150
150,سشرق,سیمان  شرق,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Shargh Cement,IRO1SSHR0000,SSHR,SSHR1,IRO1SSHR0001,53,5394,1,1151
151,سشمال,سیمان  شمال,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Shomal Cement,IRO1SIMS0004,SIMS,SIMS1,IRO1SIMS0001,53,5394,3,1152
152,سصفها,سیمان اصفهان,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Isfahan Cement,IRO1SEFH0000,SEFH,SEFH1,IRO1SEFH0001,53,5394,5,1153
153,سصوفی,سیمان  صوفیان,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Soufian Cement,IRO1SSOF0005,SSOF,SSOF1,IRO1SSOF0001,53,5394,1,1154
154,سغرب,سیمان غرب,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Gharb Cement.,IRO1SGRB0000,SGRB,SGRB1,IRO1SGRB0001,53,5394,3,1155
155,سفار,سیمان فارس,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Fars Cement,IRO1SFRS0002,SFRS,SFRS1,IRO1SFRS0001,53,5394,5,1156
156,سفارس,سیمان فارس وخوزستان,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,S*F. & Kh. Cement,IRO1SFKZ0000,SFKZ,SFKZ1,IRO1SFKZ0001,53,5394,1,1157
157,سفانو,سیمان فارس نو,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Siman Fars Noe,IRO1SFNO0000,SFNO,SFNO1,IRO1SFNO0001,53,5394,3,1158
158,سقاین,سیمان  قائن,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Qayen Cement,IRO1SGEN0001,SGEN,SGEN1,IRO1SGEN0001,53,5394,5,1159
159,سکرد,سیمان کردستان,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Kordesta Ce. Co.,IRO1SKOR0009,SKOR,SKOR1,IRO1SKOR0001,53,5394,3,1160
160,سکرما,سیمان  کرمان,بورس,بازار اول (تابلوی اصلی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Kerman Cement,IRO1SKER0001,SKER,SKER1,IRO1SKER0001,53,5394,1,1161
161,سمازن,سیمان مازندران,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Mazandaran Cem.,IRO1SMAZ0003,SMAZ,SMAZ1,IRO1SMAZ0001,53,5394,3,1162
162,سنیر,سیمان  سفیدنی ریز,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Neiriz Cement,IRO1SSNR0002,SSNR,SSNR1,IRO1SSNR0001,53,5394,5,1163
163,سهرمز,سیمان هرمزگان,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Hormozgan Cem.,IRO1SHZG0004,SHZG,SHZG1,IRO1SHZG0001,53,5394,5,1164
164,سهگمت,سیمان هگمتان,بورس,بازار اول (تابلوی فرعی) بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Hegmatan Cement,IRO1SHGN0008,SHGN,SHGN1,IRO1SHGN0001,53,5394,3,1165
165,سیتا,سرمایه گذاری سیمان تامین,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Tamin Cement,IRO1SITA0007,SITA,SITA1,IRO1SITA0001,53,5394,5,1166
166,سیدکو,سرمایه گذاری توسعه صنایع سیمان,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Cement INV. Co.,IRO1CIDC0001,CIDC,CIDC1,IRO1CIDC0001,53,5394,5,1167
167,سیستم,همکاران سیستم,بورس,بازار اول (تابلوی فرعی) بورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Hamkaran System Co,IRO1SYSM0004,SYSM,SYSM1,IRO1SYSM0001,72,7220,3,1168
168,سیلام,سیمان  ایلام,بورس,بازار دوم بورس,سیمان، آهک و گچ,تولید سیمان، آهک و گچ,-,Ilam Cement,IRO1SEIL0001,SEIL,SEIL1,IRO1SEIL0001,53,5394,5,1169
169,سیمرغ,سیمرغ,بورس,بازار اول (تابلوی اصلی) بورس,زراعت و خدمات وابسته,پرورش حیوانات,-,Seamorgh Co.,IRO1SMRG0007,SMRG,SMRG1,IRO1SMRG0001,1,122,1,1170
170,شاراک,پتروشیمی شازند,بورس,بازار اول (تابلوی اصلی) بورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Shazand Petr.,IRO1PARK0008,PARK,PARK1,IRO1PARK0001,44,4411,1,1171
171,شاملا,معدنی  املاح  ایران,بورس,بازار دوم بورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Iran Amlah,IRO1AMLH0002,AMLH,AMLH1,IRO1AMLH0001,44,4411,5,1172
172,شبریز,پالایش نفت تبریز,بورس,بازار اول (تابلوی اصلی) بورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,Tabriz.Oil.Refine,IRO1PNTB0002,PNTB,PNTB1,IRO1PNTB0001,23,2320,1,1173
173,شبندر,پالایش نفت بندرعباس,بورس,بازار اول (تابلوی فرعی) بورس,فراورده های نفتی، کک و سوخت هسته ای,ساخت فرآورده های نفتی تصفیه شده,-,B.A Oil Refinie,IRO1PNBA0003,PNBA,PNBA1,IRO1PNBA0001,23,2308,3,1174
174,شبهرن,نفت  بهران,بورس,بازار اول (تابلوی اصلی) بورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,Behran Oil,IRO1NBEH0009,NBEH,NBEH1,IRO1NBEH0001,23,2320,1,1175
175,شپارس,بین  المللی  محصولات  پارس,بورس,بازار دوم بورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Pars Int. Mfg.,IRO1BMPS0004,BMPS,BMPS1,IRO1BMPS0001,44,4424,5,1176
176,شپاکسا,پاکسان,بورس,بازار اول (تابلوی اصلی) بورس,محصولات شیمیایی,تولید شوینده ها، عطر و محصولات آرایشی,-,Paxan,IRO1PAKS0007,PAKS,PAKS1,IRO1PAKS0001,44,4424,1,1177
177,شپدیس,پتروشیمی پردیس,بورس,بازار اول (تابلوی فرعی) بورس,محصولات شیمیایی,تولید کود و ترکیبات نیتروژن,-,Pardis Petr.,IRO1PRDZ0008,PRDZ,PRDZ1,IRO1PRDZ0001,44,4412,3,1178
178,شپنا,پالایش نفت اصفهان,بورس,بازار اول (تابلوی اصلی) بورس,فراورده های نفتی، کک و سوخت هسته ای,تولید محصولات پالایش شده پتروشیمی,-,S*Isf. Oil Ref.Co.,IRO1PNES0000,PNES,PNES1,IRO1PNES0001,23,2320,1,1179
